Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,066062,1955,04,22.7,Y
IDCJAC0002,066062,1955,05,19.2,Y
IDCJAC0002,066062,1955,06,16.6,Y
IDCJAC0002,066062,1955,07,16.4,Y
IDCJAC0002,066062,1955,08,18.9,Y
IDCJAC0002,066062,1955,09,20.1,Y
IDCJAC0002,066062,1955,10,22.9,Y
IDCJAC0002,066062,1955,11,24.3,Y
IDCJAC0002,066062,1955,12,23.6,Y
IDCJAC0002,066062,1956,01,25.1,Y
IDCJAC0002,066062,1956,02,25.3,Y
IDCJAC0002,066062,1956,03,24.9,Y
IDCJAC0002,066062,1956,04,23.9,Y
IDCJAC0002,066062,1956,05,19.4,Y
IDCJAC0002,066062,1956,06,17.1,Y
IDCJAC0002,066062,1956,07,16.6,Y
IDCJAC0002,066062,1956,08,17.5,Y
IDCJAC0002,066062,1956,09,18.1,Y
IDCJAC0002,066062,1956,10,21.4,Y
IDCJAC0002,066062,1956,11,23.8,Y
IDCJAC0002,066062,1956,12,26.0,Y
IDCJAC0002,066062,1957,01,24.1,Y
IDCJAC0002,066062,1957,02,24.0,Y
IDCJAC0002,066062,1957,03,24.1,Y
IDCJAC0002,066062,1957,04,23.5,Y
IDCJAC0002,066062,1957,05,21.1,Y
IDCJAC0002,066062,1957,06,20.3,Y
IDCJAC0002,066062,1957,07,15.7,Y
IDCJAC0002,066062,1957,08,17.3,Y
IDCJAC0002,066062,1957,09,19.6,Y
IDCJAC0002,066062,1957,10,22.4,Y
IDCJAC0002,066062,1957,11,26.0,Y
IDCJAC0002,066062,1957,12,27.4,Y
IDCJAC0002,066062,1958,01,24.6,Y
IDCJAC0002,066062,1958,02,26.3,Y
IDCJAC0002,066062,1958,03,26.3,Y
IDCJAC0002,066062,1958,04,23.1,Y
IDCJAC0002,066062,1958,05,22.7,Y
IDCJAC0002,066062,1958,06,17.8,Y
IDCJAC0002,066062,1958,07,16.9,Y
IDCJAC0002,066062,1958,08,18.5,Y
IDCJAC0002,066062,1958,09,18.5,Y
IDCJAC0002,066062,1958,10,22.7,Y
IDCJAC0002,066062,1958,11,25.2,Y
IDCJAC0002,066062,1958,12,24.0,Y
IDCJAC0002,066062,1959,01,25.5,Y
IDCJAC0002,066062,1959,02,26.2,Y
IDCJAC0002,066062,1959,03,25.3,Y
IDCJAC0002,066062,1959,04,23.0,Y
IDCJAC0002,066062,1959,05,19.4,Y
IDCJAC0002,066062,1959,06,17.8,Y
IDCJAC0002,066062,1959,07,17.3,Y
IDCJAC0002,066062,1959,08,18.5,Y
IDCJAC0002,066062,1959,09,19.9,Y
IDCJAC0002,066062,1959,10,20.0,Y
IDCJAC0002,066062,1959,11,23.9,Y
IDCJAC0002,066062,1959,12,25.2,Y
IDCJAC0002,066062,1960,01,28.3,Y
IDCJAC0002,066062,1960,02,25.5,Y
IDCJAC0002,066062,1960,03,24.5,Y
IDCJAC0002,066062,1960,04,23.7,Y
IDCJAC0002,066062,1960,05,19.1,Y
IDCJAC0002,066062,1960,06,16.2,Y
IDCJAC0002,066062,1960,07,17.5,Y
IDCJAC0002,066062,1960,08,17.5,Y
IDCJAC0002,066062,1960,09,19.5,Y
IDCJAC0002,066062,1960,10,22.2,Y
IDCJAC0002,066062,1960,11,22.7,Y
IDCJAC0002,066062,1960,12,22.8,Y
IDCJAC0002,066062,1961,01,25.5,Y
IDCJAC0002,066062,1961,02,25.7,Y
IDCJAC0002,066062,1961,03,25.6,Y
IDCJAC0002,066062,1961,04,22.7,Y
IDCJAC0002,066062,1961,05,19.4,Y
IDCJAC0002,066062,1961,06,17.6,Y
IDCJAC0002,066062,1961,07,16.7,Y
IDCJAC0002,066062,1961,08,17.1,Y
IDCJAC0002,066062,1961,09,19.7,Y
IDCJAC0002,066062,1961,10,23.3,Y
IDCJAC0002,066062,1961,11,23.1,Y
IDCJAC0002,066062,1961,12,24.7,Y
IDCJAC0002,066062,1962,01,25.1,Y
IDCJAC0002,066062,1962,02,26.4,Y
IDCJAC0002,066062,1962,03,25.3,Y
IDCJAC0002,066062,1962,04,22.5,Y
IDCJAC0002,066062,1962,05,19.2,Y
IDCJAC0002,066062,1962,06,19.1,Y
IDCJAC0002,066062,1962,07,17.7,Y
IDCJAC0002,066062,1962,08,17.7,Y
IDCJAC0002,066062,1962,09,20.5,Y
IDCJAC0002,066062,1962,10,21.9,Y
IDCJAC0002,066062,1962,11,24.1,Y
IDCJAC0002,066062,1962,12,23.6,Y
IDCJAC0002,066062,1963,01,25.9,Y
IDCJAC0002,066062,1963,02,26.7,Y
IDCJAC0002,066062,1963,03,24.6,Y
IDCJAC0002,066062,1963,04,23.0,Y
IDCJAC0002,066062,1963,05,20.0,Y
IDCJAC0002,066062,1963,06,17.0,Y
IDCJAC0002,066062,1963,07,16.5,Y
IDCJAC0002,066062,1963,08,17.1,Y
IDCJAC0002,066062,1963,09,20.3,Y
IDCJAC0002,066062,1963,10,21.3,Y
IDCJAC0002,066062,1963,11,22.2,Y
IDCJAC0002,066062,1963,12,25.5,Y
IDCJAC0002,066062,1964,01,27.6,Y
IDCJAC0002,066062,1964,02,25.7,Y
IDCJAC0002,066062,1964,03,25.1,Y
IDCJAC0002,066062,1964,04,22.5,Y
IDCJAC0002,066062,1964,05,20.1,Y
IDCJAC0002,066062,1964,06,18.1,Y
IDCJAC0002,066062,1964,07,17.7,Y
IDCJAC0002,066062,1964,08,18.9,Y
IDCJAC0002,066062,1964,09,21.2,Y
IDCJAC0002,066062,1964,10,21.4,Y
IDCJAC0002,066062,1964,11,24.2,Y
IDCJAC0002,066062,1964,12,25.4,Y
IDCJAC0002,066062,1965,01,23.2,Y
IDCJAC0002,066062,1965,02,25.6,Y
IDCJAC0002,066062,1965,03,26.2,Y
IDCJAC0002,066062,1965,04,22.1,Y
IDCJAC0002,066062,1965,05,21.3,Y
IDCJAC0002,066062,1965,06,18.5,Y
IDCJAC0002,066062,1965,07,16.8,Y
IDCJAC0002,066062,1965,08,18.6,Y
IDCJAC0002,066062,1965,09,21.8,Y
IDCJAC0002,066062,1965,10,22.7,Y
IDCJAC0002,066062,1965,11,23.8,Y
IDCJAC0002,066062,1965,12,24.3,Y
IDCJAC0002,066062,1966,01,25.4,Y
IDCJAC0002,066062,1966,02,25.3,Y
IDCJAC0002,066062,1966,03,24.6,Y
IDCJAC0002,066062,1966,04,23.3,Y
IDCJAC0002,066062,1966,05,20.1,Y
IDCJAC0002,066062,1966,06,17.9,Y
IDCJAC0002,066062,1966,07,16.6,Y
IDCJAC0002,066062,1966,08,17.3,Y
IDCJAC0002,066062,1966,09,19.3,Y
IDCJAC0002,066062,1966,10,20.7,Y
IDCJAC0002,066062,1966,11,24.6,Y
IDCJAC0002,066062,1966,12,24.5,Y
IDCJAC0002,066062,1967,01,26.7,Y
IDCJAC0002,066062,1967,02,24.9,Y
IDCJAC0002,066062,1967,03,24.0,Y
IDCJAC0002,066062,1967,04,23.1,Y
IDCJAC0002,066062,1967,05,20.1,Y
IDCJAC0002,066062,1967,06,17.8,Y
IDCJAC0002,066062,1967,07,17.2,Y
IDCJAC0002,066062,1967,08,17.4,Y
IDCJAC0002,066062,1967,09,19.6,Y
IDCJAC0002,066062,1967,10,21.5,Y
IDCJAC0002,066062,1967,11,24.2,Y
IDCJAC0002,066062,1967,12,24.2,Y
IDCJAC0002,066062,1968,01,25.6,Y
IDCJAC0002,066062,1968,02,26.9,Y
IDCJAC0002,066062,1968,03,26.7,Y
IDCJAC0002,066062,1968,04,25.3,Y
IDCJAC0002,066062,1968,05,19.8,Y
IDCJAC0002,066062,1968,06,16.9,Y
IDCJAC0002,066062,1968,07,16.2,Y
IDCJAC0002,066062,1968,08,18.8,Y
IDCJAC0002,066062,1968,09,20.5,Y
IDCJAC0002,066062,1968,10,24.2,Y
IDCJAC0002,066062,1968,11,26.0,Y
IDCJAC0002,066062,1968,12,23.7,Y
IDCJAC0002,066062,1969,01,27.4,Y
IDCJAC0002,066062,1969,02,25.5,Y
IDCJAC0002,066062,1969,03,25.3,Y
IDCJAC0002,066062,1969,04,24.4,Y
IDCJAC0002,066062,1969,05,19.7,Y
IDCJAC0002,066062,1969,06,17.4,Y
IDCJAC0002,066062,1969,07,18.0,Y
IDCJAC0002,066062,1969,08,19.1,Y
IDCJAC0002,066062,1969,09,18.3,Y
IDCJAC0002,066062,1969,10,20.8,Y
IDCJAC0002,066062,1969,11,22.9,Y
IDCJAC0002,066062,1969,12,26.3,Y
IDCJAC0002,066062,1970,01,26.3,Y
IDCJAC0002,066062,1970,02,26.3,Y
IDCJAC0002,066062,1970,03,24.7,Y
IDCJAC0002,066062,1970,04,23.6,Y
IDCJAC0002,066062,1970,05,18.5,Y
IDCJAC0002,066062,1970,06,18.1,Y
IDCJAC0002,066062,1970,07,18.1,Y
IDCJAC0002,066062,1970,08,17.9,Y
IDCJAC0002,066062,1970,09,18.6,Y
IDCJAC0002,066062,1970,10,23.5,Y
IDCJAC0002,066062,1970,11,22.3,Y
IDCJAC0002,066062,1970,12,25.8,Y
IDCJAC0002,066062,1971,01,25.2,Y
IDCJAC0002,066062,1971,02,26.4,Y
IDCJAC0002,066062,1971,03,25.2,Y
IDCJAC0002,066062,1971,04,23.4,Y
IDCJAC0002,066062,1971,05,20.1,Y
IDCJAC0002,066062,1971,06,17.1,Y
IDCJAC0002,066062,1971,07,15.9,Y
IDCJAC0002,066062,1971,08,18.3,Y
IDCJAC0002,066062,1971,09,20.5,Y
IDCJAC0002,066062,1971,10,24.2,Y
IDCJAC0002,066062,1971,11,22.2,Y
IDCJAC0002,066062,1971,12,24.4,Y
IDCJAC0002,066062,1972,01,24.5,Y
IDCJAC0002,066062,1972,02,25.7,Y
IDCJAC0002,066062,1972,03,24.1,Y
IDCJAC0002,066062,1972,04,22.5,Y
IDCJAC0002,066062,1972,05,19.1,Y
IDCJAC0002,066062,1972,06,17.6,Y
IDCJAC0002,066062,1972,07,17.5,Y
IDCJAC0002,066062,1972,08,18.8,Y
IDCJAC0002,066062,1972,09,21.5,Y
IDCJAC0002,066062,1972,10,20.9,Y
IDCJAC0002,066062,1972,11,23.0,Y
IDCJAC0002,066062,1972,12,27.2,Y
IDCJAC0002,066062,1973,01,26.7,Y
IDCJAC0002,066062,1973,02,26.3,Y
IDCJAC0002,066062,1973,03,25.3,Y
IDCJAC0002,066062,1973,04,24.3,Y
IDCJAC0002,066062,1973,05,21.6,Y
IDCJAC0002,066062,1973,06,17.3,Y
IDCJAC0002,066062,1973,07,18.0,Y
IDCJAC0002,066062,1973,08,18.1,Y
IDCJAC0002,066062,1973,09,21.6,Y
IDCJAC0002,066062,1973,10,22.5,Y
IDCJAC0002,066062,1973,11,24.5,Y
IDCJAC0002,066062,1973,12,25.9,Y
IDCJAC0002,066062,1974,01,25.5,Y
IDCJAC0002,066062,1974,02,25.6,Y
IDCJAC0002,066062,1974,03,25.2,Y
IDCJAC0002,066062,1974,04,23.4,Y
IDCJAC0002,066062,1974,05,20.2,Y
IDCJAC0002,066062,1974,06,17.4,Y
IDCJAC0002,066062,1974,07,17.5,Y
IDCJAC0002,066062,1974,08,17.6,Y
IDCJAC0002,066062,1974,09,19.4,Y
IDCJAC0002,066062,1974,10,20.9,Y
IDCJAC0002,066062,1974,11,22.1,Y
IDCJAC0002,066062,1974,12,25.3,Y
IDCJAC0002,066062,1975,01,26.2,Y
IDCJAC0002,066062,1975,02,25.9,Y
IDCJAC0002,066062,1975,03,25.5,Y
IDCJAC0002,066062,1975,04,22.1,Y
IDCJAC0002,066062,1975,05,21.0,Y
IDCJAC0002,066062,1975,06,17.7,Y
IDCJAC0002,066062,1975,07,19.0,Y
IDCJAC0002,066062,1975,08,18.2,Y
IDCJAC0002,066062,1975,09,20.7,Y
IDCJAC0002,066062,1975,10,22.0,Y
IDCJAC0002,066062,1975,11,25.0,Y
IDCJAC0002,066062,1975,12,26.2,Y
IDCJAC0002,066062,1976,01,25.0,Y
IDCJAC0002,066062,1976,02,26.0,Y
IDCJAC0002,066062,1976,03,25.2,Y
IDCJAC0002,066062,1976,04,23.2,Y
IDCJAC0002,066062,1976,05,21.3,Y
IDCJAC0002,066062,1976,06,18.4,Y
IDCJAC0002,066062,1976,07,17.4,Y
IDCJAC0002,066062,1976,08,18.3,Y
IDCJAC0002,066062,1976,09,19.0,Y
IDCJAC0002,066062,1976,10,20.7,Y
IDCJAC0002,066062,1976,11,23.3,Y
IDCJAC0002,066062,1976,12,27.7,Y
IDCJAC0002,066062,1977,01,27.2,Y
IDCJAC0002,066062,1977,02,26.2,Y
IDCJAC0002,066062,1977,03,26.2,Y
IDCJAC0002,066062,1977,04,24.2,Y
IDCJAC0002,066062,1977,05,20.2,Y
IDCJAC0002,066062,1977,06,17.1,Y
IDCJAC0002,066062,1977,07,16.9,Y
IDCJAC0002,066062,1977,08,19.6,Y
IDCJAC0002,066062,1977,09,18.8,Y
IDCJAC0002,066062,1977,10,24.2,Y
IDCJAC0002,066062,1977,11,24.4,Y
IDCJAC0002,066062,1977,12,27.1,Y
IDCJAC0002,066062,1978,01,26.2,Y
IDCJAC0002,066062,1978,02,28.4,Y
IDCJAC0002,066062,1978,03,25.7,Y
IDCJAC0002,066062,1978,04,22.9,Y
IDCJAC0002,066062,1978,05,20.7,Y
IDCJAC0002,066062,1978,06,16.7,Y
IDCJAC0002,066062,1978,07,16.6,Y
IDCJAC0002,066062,1978,08,17.1,Y
IDCJAC0002,066062,1978,09,18.9,Y
IDCJAC0002,066062,1978,10,21.5,Y
IDCJAC0002,066062,1978,11,22.8,Y
IDCJAC0002,066062,1978,12,23.9,Y
IDCJAC0002,066062,1979,01,26.9,Y
IDCJAC0002,066062,1979,02,27.2,Y
IDCJAC0002,066062,1979,03,24.9,Y
IDCJAC0002,066062,1979,04,22.9,Y
IDCJAC0002,066062,1979,05,18.9,Y
IDCJAC0002,066062,1979,06,18.4,Y
IDCJAC0002,066062,1979,07,17.5,Y
IDCJAC0002,066062,1979,08,18.0,Y
IDCJAC0002,066062,1979,09,19.9,Y
IDCJAC0002,066062,1979,10,22.0,Y
IDCJAC0002,066062,1979,11,24.1,Y
IDCJAC0002,066062,1979,12,27.9,Y
IDCJAC0002,066062,1980,01,26.9,Y
IDCJAC0002,066062,1980,02,26.9,Y
IDCJAC0002,066062,1980,03,26.3,Y
IDCJAC0002,066062,1980,04,23.8,Y
IDCJAC0002,066062,1980,05,20.7,Y
IDCJAC0002,066062,1980,06,17.9,Y
IDCJAC0002,066062,1980,07,16.7,Y
IDCJAC0002,066062,1980,08,20.2,Y
IDCJAC0002,066062,1980,09,23.3,Y
IDCJAC0002,066062,1980,10,22.4,Y
IDCJAC0002,066062,1980,11,25.1,Y
IDCJAC0002,066062,1980,12,26.3,Y
IDCJAC0002,066062,1981,01,26.3,Y
IDCJAC0002,066062,1981,02,26.0,Y
IDCJAC0002,066062,1981,03,25.3,Y
IDCJAC0002,066062,1981,04,24.0,Y
IDCJAC0002,066062,1981,05,20.1,Y
IDCJAC0002,066062,1981,06,17.2,Y
IDCJAC0002,066062,1981,07,17.0,Y
IDCJAC0002,066062,1981,08,17.6,Y
IDCJAC0002,066062,1981,09,22.1,Y
IDCJAC0002,066062,1981,10,22.6,Y
IDCJAC0002,066062,1981,11,22.1,Y
IDCJAC0002,066062,1981,12,25.4,Y
IDCJAC0002,066062,1982,01,26.4,Y
IDCJAC0002,066062,1982,02,26.7,Y
IDCJAC0002,066062,1982,03,24.7,Y
IDCJAC0002,066062,1982,04,23.2,Y
IDCJAC0002,066062,1982,05,21.5,Y
IDCJAC0002,066062,1982,06,16.7,Y
IDCJAC0002,066062,1982,07,15.8,Y
IDCJAC0002,066062,1982,08,20.0,Y
IDCJAC0002,066062,1982,09,20.0,Y
IDCJAC0002,066062,1982,10,21.3,Y
IDCJAC0002,066062,1982,11,24.8,Y
IDCJAC0002,066062,1982,12,25.2,Y
IDCJAC0002,066062,1983,01,26.6,Y
IDCJAC0002,066062,1983,02,27.7,Y
IDCJAC0002,066062,1983,03,26.6,Y
IDCJAC0002,066062,1983,04,21.1,Y
IDCJAC0002,066062,1983,05,20.5,Y
IDCJAC0002,066062,1983,06,16.9,Y
IDCJAC0002,066062,1983,07,16.7,Y
IDCJAC0002,066062,1983,08,18.1,Y
IDCJAC0002,066062,1983,09,21.8,Y
IDCJAC0002,066062,1983,10,21.3,Y
IDCJAC0002,066062,1983,11,23.7,Y
IDCJAC0002,066062,1983,12,25.0,Y
IDCJAC0002,066062,1984,01,25.6,Y
IDCJAC0002,066062,1984,02,26.8,Y
IDCJAC0002,066062,1984,03,24.0,Y
IDCJAC0002,066062,1984,04,22.8,Y
IDCJAC0002,066062,1984,05,19.9,Y
IDCJAC0002,066062,1984,06,18.3,Y
IDCJAC0002,066062,1984,07,16.1,Y
IDCJAC0002,066062,1984,08,18.9,Y
IDCJAC0002,066062,1984,09,19.7,Y
IDCJAC0002,066062,1984,10,22.0,Y
IDCJAC0002,066062,1984,11,24.6,Y
IDCJAC0002,066062,1984,12,25.3,Y
IDCJAC0002,066062,1985,01,26.8,Y
IDCJAC0002,066062,1985,02,24.4,Y
IDCJAC0002,066062,1985,03,25.6,Y
IDCJAC0002,066062,1985,04,22.5,Y
IDCJAC0002,066062,1985,05,19.9,Y
IDCJAC0002,066062,1985,06,17.7,Y
IDCJAC0002,066062,1985,07,17.0,Y
IDCJAC0002,066062,1985,08,17.7,Y
IDCJAC0002,066062,1985,09,19.7,Y
IDCJAC0002,066062,1985,10,21.6,Y
IDCJAC0002,066062,1985,11,23.5,Y
IDCJAC0002,066062,1985,12,27.4,Y
IDCJAC0002,066062,1986,01,25.9,Y
IDCJAC0002,066062,1986,02,26.2,Y
IDCJAC0002,066062,1986,03,25.5,Y
IDCJAC0002,066062,1986,04,24.8,Y
IDCJAC0002,066062,1986,05,20.8,Y
IDCJAC0002,066062,1986,06,18.0,Y
IDCJAC0002,066062,1986,07,17.3,Y
IDCJAC0002,066062,1986,08,17.9,Y
IDCJAC0002,066062,1986,09,20.9,Y
IDCJAC0002,066062,1986,10,22.4,Y
IDCJAC0002,066062,1986,11,21.8,Y
IDCJAC0002,066062,1986,12,24.7,Y
IDCJAC0002,066062,1987,01,27.0,Y
IDCJAC0002,066062,1987,02,26.9,Y
IDCJAC0002,066062,1987,03,24.2,Y
IDCJAC0002,066062,1987,04,22.9,Y
IDCJAC0002,066062,1987,05,20.5,Y
IDCJAC0002,066062,1987,06,18.2,Y
IDCJAC0002,066062,1987,07,16.9,Y
IDCJAC0002,066062,1987,08,18.7,Y
IDCJAC0002,066062,1987,09,21.4,Y
IDCJAC0002,066062,1987,10,21.4,Y
IDCJAC0002,066062,1987,11,24.6,Y
IDCJAC0002,066062,1987,12,24.3,Y
IDCJAC0002,066062,1988,01,26.8,Y
IDCJAC0002,066062,1988,02,25.7,Y
IDCJAC0002,066062,1988,03,25.0,Y
IDCJAC0002,066062,1988,04,22.5,Y
IDCJAC0002,066062,1988,05,20.9,Y
IDCJAC0002,066062,1988,06,18.5,Y
IDCJAC0002,066062,1988,07,18.7,Y
IDCJAC0002,066062,1988,08,19.3,Y
IDCJAC0002,066062,1988,09,21.8,Y
IDCJAC0002,066062,1988,10,26.2,Y
IDCJAC0002,066062,1988,11,23.4,Y
IDCJAC0002,066062,1988,12,25.4,Y
IDCJAC0002,066062,1989,01,25.4,Y
IDCJAC0002,066062,1989,02,26.3,Y
IDCJAC0002,066062,1989,03,25.2,Y
IDCJAC0002,066062,1989,04,23.1,Y
IDCJAC0002,066062,1989,05,20.5,Y
IDCJAC0002,066062,1989,06,16.7,Y
IDCJAC0002,066062,1989,07,16.3,Y
IDCJAC0002,066062,1989,08,17.3,Y
IDCJAC0002,066062,1989,09,20.9,Y
IDCJAC0002,066062,1989,10,24.2,Y
IDCJAC0002,066062,1989,11,23.6,Y
IDCJAC0002,066062,1989,12,25.3,Y
IDCJAC0002,066062,1990,01,25.5,Y
IDCJAC0002,066062,1990,02,25.4,Y
IDCJAC0002,066062,1990,03,25.3,Y
IDCJAC0002,066062,1990,04,23.1,Y
IDCJAC0002,066062,1990,05,21.3,Y
IDCJAC0002,066062,1990,06,17.4,Y
IDCJAC0002,066062,1990,07,17.3,Y
IDCJAC0002,066062,1990,08,17.5,Y
IDCJAC0002,066062,1990,09,19.4,Y
IDCJAC0002,066062,1990,10,21.9,Y
IDCJAC0002,066062,1990,11,24.5,Y
IDCJAC0002,066062,1990,12,28.6,Y
IDCJAC0002,066062,1991,01,29.1,Y
IDCJAC0002,066062,1991,02,28.2,Y
IDCJAC0002,066062,1991,03,25.6,Y
IDCJAC0002,066062,1991,04,23.1,Y
IDCJAC0002,066062,1991,05,20.0,Y
IDCJAC0002,066062,1991,06,19.5,Y
IDCJAC0002,066062,1991,07,17.0,Y
IDCJAC0002,066062,1991,08,18.8,Y
IDCJAC0002,066062,1991,09,21.5,Y
IDCJAC0002,066062,1991,10,23.7,Y
IDCJAC0002,066062,1991,11,23.4,Y
IDCJAC0002,066062,1991,12,24.2,Y
IDCJAC0002,066062,1992,01,25.3,Y
IDCJAC0002,066062,1992,02,25.0,Y
IDCJAC0002,066062,1992,03,25.4,Y
IDCJAC0002,066062,1992,04,22.5,Y
IDCJAC0002,066062,1992,05,19.7,Y
IDCJAC0002,066062,1992,06,17.3,Y
IDCJAC0002,066062,1992,07,17.8,Y
IDCJAC0002,066062,1992,08,18.1,Y
IDCJAC0002,066062,1992,09,19.7,Y
IDCJAC0002,066062,1992,10,21.1,Y
IDCJAC0002,066062,1992,11,22.3,Y
IDCJAC0002,066062,1992,12,24.0,Y
IDCJAC0002,066062,1993,01,26.5,Y
IDCJAC0002,066062,1993,02,27.3,Y
IDCJAC0002,066062,1993,03,24.7,Y
IDCJAC0002,066062,1993,04,23.6,Y
IDCJAC0002,066062,1993,05,20.3,Y
IDCJAC0002,066062,1993,06,17.3,Y
IDCJAC0002,066062,1993,07,17.6,Y
IDCJAC0002,066062,1993,08,18.9,Y
IDCJAC0002,066062,1993,09,19.8,Y
IDCJAC0002,066062,1993,10,22.3,Y
IDCJAC0002,066062,1993,11,23.2,Y
IDCJAC0002,066062,1993,12,25.7,Y
IDCJAC0002,066062,1994,01,28.2,Y
IDCJAC0002,066062,1994,02,26.3,Y
IDCJAC0002,066062,1994,03,23.5,Y
IDCJAC0002,066062,1994,04,23.2,Y
IDCJAC0002,066062,1994,05,21.2,Y
IDCJAC0002,066062,1994,06,18.1,Y
IDCJAC0002,066062,1994,07,18.0,Y
IDCJAC0002,066062,1994,08,18.7,Y
IDCJAC0002,066062,1994,09,21.7,Y
IDCJAC0002,066062,1994,10,22.3,Y
IDCJAC0002,066062,1994,11,24.6,Y
IDCJAC0002,066062,1994,12,24.9,Y
IDCJAC0002,066062,1995,01,24.8,Y
IDCJAC0002,066062,1995,02,25.1,Y
IDCJAC0002,066062,1995,03,25.1,Y
IDCJAC0002,066062,1995,04,22.0,Y
IDCJAC0002,066062,1995,05,20.2,Y
IDCJAC0002,066062,1995,06,17.5,Y
IDCJAC0002,066062,1995,07,16.8,Y
IDCJAC0002,066062,1995,08,21.3,Y
IDCJAC0002,066062,1995,09,19.3,Y
IDCJAC0002,066062,1995,10,21.9,Y
IDCJAC0002,066062,1995,11,24.2,Y
IDCJAC0002,066062,1995,12,23.7,Y
IDCJAC0002,066062,1996,01,25.4,Y
IDCJAC0002,066062,1996,02,25.2,Y
IDCJAC0002,066062,1996,03,24.6,Y
IDCJAC0002,066062,1996,04,23.6,Y
IDCJAC0002,066062,1996,05,21.0,Y
IDCJAC0002,066062,1996,06,18.3,Y
IDCJAC0002,066062,1996,07,17.2,Y
IDCJAC0002,066062,1996,08,18.9,Y
IDCJAC0002,066062,1996,09,21.7,Y
IDCJAC0002,066062,1996,10,22.1,Y
IDCJAC0002,066062,1996,11,23.4,Y
IDCJAC0002,066062,1996,12,24.4,Y
IDCJAC0002,066062,1997,01,24.1,Y
IDCJAC0002,066062,1997,02,26.3,Y
IDCJAC0002,066062,1997,03,25.7,Y
IDCJAC0002,066062,1997,04,24.4,Y
IDCJAC0002,066062,1997,05,20.1,Y
IDCJAC0002,066062,1997,06,18.0,Y
IDCJAC0002,066062,1997,07,16.7,Y
IDCJAC0002,066062,1997,08,18.7,Y
IDCJAC0002,066062,1997,09,19.4,Y
IDCJAC0002,066062,1997,10,22.9,Y
IDCJAC0002,066062,1997,11,25.5,Y
IDCJAC0002,066062,1997,12,26.8,Y
IDCJAC0002,066062,1998,01,27.6,Y
IDCJAC0002,066062,1998,02,29.0,Y
IDCJAC0002,066062,1998,03,27.0,Y
IDCJAC0002,066062,1998,04,23.4,Y
IDCJAC0002,066062,1998,05,20.1,Y
IDCJAC0002,066062,1998,06,17.6,Y
IDCJAC0002,066062,1998,07,16.2,Y
IDCJAC0002,066062,1998,08,18.1,Y
IDCJAC0002,066062,1998,09,22.1,Y
IDCJAC0002,066062,1998,10,23.6,Y
IDCJAC0002,066062,1998,11,21.7,Y
IDCJAC0002,066062,1998,12,25.7,Y
IDCJAC0002,066062,1999,01,26.6,Y
IDCJAC0002,066062,1999,02,26.1,Y
IDCJAC0002,066062,1999,03,25.7,Y
IDCJAC0002,066062,1999,04,21.7,Y
IDCJAC0002,066062,1999,05,20.9,Y
IDCJAC0002,066062,1999,06,17.8,Y
IDCJAC0002,066062,1999,07,17.7,Y
IDCJAC0002,066062,1999,08,18.8,Y
IDCJAC0002,066062,1999,09,21.2,Y
IDCJAC0002,066062,1999,10,22.8,Y
IDCJAC0002,066062,1999,11,22.3,Y
IDCJAC0002,066062,1999,12,23.6,Y
IDCJAC0002,066062,2000,01,24.8,Y
IDCJAC0002,066062,2000,02,27.5,Y
IDCJAC0002,066062,2000,03,25.3,Y
IDCJAC0002,066062,2000,04,23.4,Y
IDCJAC0002,066062,2000,05,20.4,Y
IDCJAC0002,066062,2000,06,17.6,Y
IDCJAC0002,066062,2000,07,18.3,Y
IDCJAC0002,066062,2000,08,18.8,Y
IDCJAC0002,066062,2000,09,22.7,Y
IDCJAC0002,066062,2000,10,22.9,Y
IDCJAC0002,066062,2000,11,23.6,Y
IDCJAC0002,066062,2000,12,27.6,Y
IDCJAC0002,066062,2001,01,27.3,Y
IDCJAC0002,066062,2001,02,27.3,Y
IDCJAC0002,066062,2001,03,25.8,Y
IDCJAC0002,066062,2001,04,24.0,Y
IDCJAC0002,066062,2001,05,19.9,Y
IDCJAC0002,066062,2001,06,19.9,Y
IDCJAC0002,066062,2001,07,17.5,Y
IDCJAC0002,066062,2001,08,19.5,Y
IDCJAC0002,066062,2001,09,22.3,Y
IDCJAC0002,066062,2001,10,24.0,Y
IDCJAC0002,066062,2001,11,23.5,Y
IDCJAC0002,066062,2001,12,26.2,Y
IDCJAC0002,066062,2002,01,27.2,Y
IDCJAC0002,066062,2002,02,25.2,Y
IDCJAC0002,066062,2002,03,25.7,Y
IDCJAC0002,066062,2002,04,24.3,Y
IDCJAC0002,066062,2002,05,20.1,Y
IDCJAC0002,066062,2002,06,18.1,Y
IDCJAC0002,066062,2002,07,18.5,Y
IDCJAC0002,066062,2002,08,19.6,Y
IDCJAC0002,066062,2002,09,22.7,Y
IDCJAC0002,066062,2002,10,24.5,Y
IDCJAC0002,066062,2002,11,25.3,Y
IDCJAC0002,066062,2002,12,25.4,Y
IDCJAC0002,066062,2003,01,27.2,Y
IDCJAC0002,066062,2003,02,27.1,Y
IDCJAC0002,066062,2003,03,25.2,Y
IDCJAC0002,066062,2003,04,22.7,Y
IDCJAC0002,066062,2003,05,20.6,Y
IDCJAC0002,066062,2003,06,19.6,Y
IDCJAC0002,066062,2003,07,17.8,Y
IDCJAC0002,066062,2003,08,19.1,Y
